mainid,type,isid,indate,inmonth,indays,title,chip,inreasoncode,inreason,class,classname,variety,color,area,sex,name,userTag,asylumnm,asylumtel,asylumaddr,note,photo,weburl,piclocalurl,endDay,createdate
16895,2,AAADG2019072005,2019-07-20T00:00:00,2019-07,461,AAADG2019072005,900138001012848,138,政府捕捉,1,犬,混種狗,黑黃,三峽區,母         ,AAADG2019072005,AAADG,新北市板橋區公立動物之家,02-89662158,新北市板橋區板城路28-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/3fe53a92-302f-42b0-a33a-42ad0ea3a68f_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=110147&AcceptNum=AAADG2019072005&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAADG2019072005.jpg,2020/11/10,2020-10-23 15:43:29.980
16896,2,CAAAG1080720001,2019-07-20T00:00:00,2019-07,461,CAAAG1080720001,990000000012572,13,動物救援,1,犬,混種狗,黑,中壢區,母         ,CAAAG1080720001,CAAAG,桃園市動物保護教育園區,03-4861760,桃園市新屋區永興里3鄰藻礁路1668號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/ea381b5b-a29e-453d-beb5-3a647dec4371_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=110124&AcceptNum=CAAAG1080720001&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\CAAAG1080720001.jpg,2020/11/10,2020-10-23 15:43:30.217
16897,2,FAAAG10807190005,2019-07-19T00:00:00,2019-07,462,FAAAG10807190005,,138,政府捕捉,1,犬,混種狗,棕黑,龍井區,公         ,FAAAG10807190005,FAAAG,臺中市動物之家南屯園區,04-23850976,臺中市南屯區中台路601號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/5f05ce16-15cf-4a3b-af17-3220d6d94884.png,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=109997&AcceptNum=FAAAG10807190005&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\FAAAG10807190005.jpg,2020/11/10,2020-10-23 15:43:30.390
16912,2,1080716D02,2019-07-16T00:00:00,2019-07,465,1080716D02,,138,政府捕捉,1,犬,混種狗,黑,金湖鎮,公         ,1080716D02,YAAAG,金門縣動物收容中心,082-336625,金門縣金湖鎮裕民農莊20號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/7d27d18e-8afe-486a-b44a-2a583220728c_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=110157&AcceptNum=1080716D02&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1080716D02.jpg,2020/11/10,2020-10-23 15:43:33.770
16913,2,AAADG2019071503,2019-07-15T00:00:00,2019-07,466,AAADG2019071503,900073000076159,15,不擬續養,1,犬,混種狗,虎斑,樹林區,母         ,AAADG2019071503,AAADG,新北市板橋區公立動物之家,02-89662158,新北市板橋區板城路28-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/1990c050-78e4-4ebf-8c60-08df1c911a7a_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108595&AcceptNum=AAADG2019071503&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAADG2019071503.jpg,2020/11/10,2020-10-23 15:43:33.977
16914,2,RAAAG1080715002,2019-07-15T00:00:00,2019-07,466,RAAAG1080715002,158100965357752,14,拾獲送交,1,犬,混種狗,黑,香山區,母         ,RAAAG1080715002,RAAAG,新竹市動物保護教育園區,03-5368329,新竹市南寮里海濱路250號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/9b1aa497-6d9b-483f-be0c-de848a4a5df7_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108537&AcceptNum=RAAAG1080715002&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\RAAAG1080715002.jpg,2020/11/10,2020-10-23 15:43:34.200
16915,2,108-H127D,2019-07-12T00:00:00,2019-07,469,108-H127D,900138001119519,138,政府捕捉,1,犬,混種狗,黃,崙背鄉,公         ,108-H127D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/9a343867-c63c-481e-9052-d835089ce118_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108398&AcceptNum=108-H127D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\108-H127D.jpg,2020/11/10,2020-10-23 15:43:34.387
16916,2,108-H015C,2019-07-12T00:00:00,2019-07,469,108-H015C,900138001119521,138,政府捕捉,2,貓,混種貓,黑黃,二崙鄉,母         ,108-H015C,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/ffd75235-907e-440e-988a-4d2bfb292d3b_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108407&AcceptNum=108-H015C&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\108-H015C.jpg,2020/11/10,2020-10-23 15:43:34.577
16917,2,AAACG1080712002,2019-07-12T00:00:00,2019-07,469,AAACG1080712002,,138,政府捕捉,1,犬,混種狗,黃白,深坑區,母         ,AAACG1080712002,AAACG,新北市新店區公立動物之家,02-22159462,新北市新店區安泰路235號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/14fd812b-d9d6-4578-a142-159da0a124f2_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108389&AcceptNum=AAACG1080712002&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAACG1080712002.jpg,2020/11/10,2020-10-23 15:43:34.800
16918,2,AAAHG1080712002,2019-07-12T00:00:00,2019-07,469,AAAHG1080712002,900138000776605,138,政府捕捉,1,犬,混種狗,黑,三重區,x         ,AAAHG1080712002,AAAHG,新北市五股區公立動物之家,02-82925265,新北市五股區外寮路9-9號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/2f06b6d4-430d-4916-aef8-c8e7a44e182a_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108228&AcceptNum=AAAHG1080712002&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAHG1080712002.jpg,2020/11/10,2020-10-23 15:43:35.037
16919,2,1080711D01,2019-07-11T00:00:00,2019-07,470,1080711D01,,138,政府捕捉,1,犬,混種狗,黑黃,烈嶼鄉,公         ,1080711D01,YAAAG,金門縣動物收容中心,082-336625,金門縣金湖鎮裕民農莊20號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/17019bf4-24b1-4324-9538-2d50d1c81ca2_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=110004&AcceptNum=1080711D01&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1080711D01.jpg,2020/11/10,2020-10-23 15:43:35.217
16920,2,S080711-04,2019-07-11T00:00:00,2019-07,470,S080711-04,,138,政府捕捉,1,犬,混種狗,白,六甲區,公         ,S080711-04,UAABG,臺南市動物之家善化站,06-5832399,臺南市善化區東昌里東勢寮1~19號,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,https://asms.coa.gov.tw/Amlapp/Upload/Pic/0afa4423-6e08-4984-bd65-a419ab56b066_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108241&AcceptNum=S080711-04&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\S080711-04.jpg,2020/11/10,2020-10-23 15:43:35.410
16921,2,S080711-05,2019-07-11T00:00:00,2019-07,470,S080711-05,,138,政府捕捉,1,犬,混種狗,白,六甲區,公         ,S080711-05,UAABG,臺南市動物之家善化站,06-5832399,臺南市善化區東昌里東勢寮1~19號,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,https://asms.coa.gov.tw/Amlapp/Upload/Pic/8a46597d-1231-4d00-a3c0-a0c43ddff8df_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108243&AcceptNum=S080711-05&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\S080711-05.jpg,2020/11/10,2020-10-23 15:43:35.630
16922,2,S080711-06,2019-07-11T00:00:00,2019-07,470,S080711-06,,138,政府捕捉,1,犬,混種狗,黃,六甲區,公         ,S080711-06,UAABG,臺南市動物之家善化站,06-5832399,臺南市善化區東昌里東勢寮1~19號,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,https://asms.coa.gov.tw/Amlapp/Upload/Pic/6b1723b3-1e00-406b-b103-5d43e5a42462_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108244&AcceptNum=S080711-06&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\S080711-06.jpg,2020/11/10,2020-10-23 15:43:35.827
16923,2,S080710-02,2019-07-10T00:00:00,2019-07,471,S080710-02,,138,政府捕捉,1,犬,混種狗,黑黃,學甲區,公         ,S080710-02,UAABG,臺南市動物之家善化站,06-5832399,臺南市善化區東昌里東勢寮1~19號,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,https://asms.coa.gov.tw/Amlapp/Upload/Pic/94b99031-6580-46ec-a36d-b4e99de1a467_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108024&AcceptNum=S080710-02&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\S080710-02.jpg,2020/11/10,2020-10-23 15:43:36.060
16924,2,S080710-04,2019-07-10T00:00:00,2019-07,471,S080710-04,,138,政府捕捉,1,犬,混種狗,虎斑,學甲區,公         ,S080710-04,UAABG,臺南市動物之家善化站,06-5832399,臺南市善化區東昌里東勢寮1~19號,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,https://asms.coa.gov.tw/Amlapp/Upload/Pic/5fb3204b-fdb4-466e-868d-9867c4a2e2d7_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=108026&AcceptNum=S080710-04&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\S080710-04.jpg,,2020-10-23 15:43:36.297
17617,2,107-E088D,2018-06-22T00:00:00,2018-06,854,107-E088D,990000000720204,138,政府捕捉,1,犬,混種,黑,四湖鄉,母         ,107-E088D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/512438a3-ed8e-4747-ba4a-b018ff1fa4c0_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53523&AcceptNum=107-E088D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-E088D.jpg,2020/11/10,2020-10-23 15:47:07.260
17618,2,107-M015D,2018-06-22T00:00:00,2018-06,854,107-M015D,990000001397006,138,政府捕捉,1,犬,混種狗,白,北港鎮,母         ,107-M015D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/9065e358-5f3c-4cbf-8b43-093f9e2b110e_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53526&AcceptNum=107-M015D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-M015D.jpg,2020/11/10,2020-10-23 15:47:07.573
17619,2,107-N005D,2018-06-22T00:00:00,2018-06,854,107-N005D,900138000952102,138,政府捕捉,1,犬,混種狗,黑,北港鎮,公         ,107-N005D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/fde652d7-1df9-4996-b13e-6da0a13d4142_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53531&AcceptNum=107-N005D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-N005D.jpg,2020/11/10,2020-10-23 15:47:07.783
17620,2,107-N008D,2018-06-22T00:00:00,2018-06,854,107-N008D,900138000952106,138,政府捕捉,1,犬,混種狗,黑,北港鎮,公         ,107-N008D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/3d31d187-68fc-4332-908d-b600a665adae_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53537&AcceptNum=107-N008D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-N008D.jpg,2020/11/10,2020-10-23 15:47:07.987
17621,2,107-N009D,2018-06-22T00:00:00,2018-06,854,107-N009D,900138000952108,138,政府捕捉,1,犬,混種狗,黑,北港鎮,公         ,107-N009D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/1689bdf7-4711-484f-9ea1-65468185ff78_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53538&AcceptNum=107-N009D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-N009D.jpg,2020/11/10,2020-10-23 15:47:08.183
17622,2,107-N010D,2018-06-22T00:00:00,2018-06,854,107-N010D,900138000952110,138,政府捕捉,1,犬,混種狗,黑,北港鎮,公         ,107-N010D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/cf84de11-4da1-40c3-822e-9dc15615902b_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53539&AcceptNum=107-N010D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-N010D.jpg,2020/11/10,2020-10-23 15:47:08.367
17623,2,107-N011D,2018-06-22T00:00:00,2018-06,854,107-N011D,900138000952111,138,政府捕捉,1,犬,混種狗,黑,北港鎮,母         ,107-N011D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/fff20ffe-8684-45ba-89e9-98f7d402859c_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53540&AcceptNum=107-N011D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-N011D.jpg,2020/11/10,2020-10-23 15:47:08.563
17624,2,107-S038D,2018-06-22T00:00:00,2018-06,854,107-S038D,945000009097503,138,政府捕捉,1,犬,混種狗,黑棕,西螺鎮,母         ,107-S038D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/939af031-3026-492b-bed1-0c33235494cc_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53542&AcceptNum=107-S038D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-S038D.jpg,2020/11/10,2020-10-23 15:47:08.780
17625,2,107-S039D,2018-06-22T00:00:00,2018-06,854,107-S039D,945000009097506,138,政府捕捉,1,犬,混種狗,黑棕,西螺鎮,母         ,107-S039D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/e4ce738d-5112-4790-b62f-85e4e053a62f_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53544&AcceptNum=107-S039D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-S039D.jpg,2020/11/10,2020-10-23 15:47:09.033
17626,2,107-S040D,2018-06-22T00:00:00,2018-06,854,107-S040D,945000009097461,138,政府捕捉,1,犬,混種狗,黑,西螺鎮,母         ,107-S040D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/1ac85a03-0c53-41c6-95e3-7c94fcc53ddf_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53545&AcceptNum=107-S040D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-S040D.jpg,2020/11/10,2020-10-23 15:47:09.233
17627,2,107-M016D,2018-06-22T00:00:00,2018-06,854,107-M016D,990000001397009,138,政府捕捉,1,犬,混種狗,花,北港鎮,母         ,107-M016D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/e1368653-7ee4-4985-8ed0-a34139dbb1b5_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53555&AcceptNum=107-M016D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-M016D.jpg,2020/11/10,2020-10-23 15:47:09.457
17628,2,107-M017D,2018-06-22T00:00:00,2018-06,854,107-M017D,990000001397003,138,政府捕捉,1,犬,混種狗,花,北港鎮,母         ,107-M017D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/47e3ecbc-3f60-4e7a-aa90-63c94a22c006_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53557&AcceptNum=107-M017D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\107-M017D.jpg,2020/11/10,2020-10-23 15:47:09.670
17629,2,QAAAG1070622001,2018-06-22T00:00:00,2018-06,854,QAAAG1070622001,,138,政府捕捉,1,犬,混種狗,黑,安樂區,公         ,QAAAG1070622001,QAAAG,基隆市寵物銀行,02-24560148,基隆市七堵區大華三路45-12號(欣欣安樂園旁),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/3ec5c443-5f4f-4e55-b3cc-dcfbc659bc71_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=53510&AcceptNum=QAAAG1070622001&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\QAAAG1070622001.jpg,2020/11/10,2020-10-23 15:47:09.840
16940,2,W080701-23,2019-07-01T00:00:00,2019-07,480,W080701-23,,138,政府捕捉,1,犬,混種狗,黑白,歸仁區,母         ,W080701-23,UAAAG,臺南市動物之家灣裡站,06-2964439,臺南市南區省躬里14鄰萬年路580巷92號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/458d2b5e-b658-4dfb-a51f-359cc579561b_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106637&AcceptNum=W080701-23&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\W080701-23.jpg,2020/11/10,2020-10-23 15:43:39.963
16941,2,AAAHG1080630002,2019-06-30T00:00:00,2019-06,481,AAAHG1080630002,,138,政府捕捉,1,犬,混種狗,黑,林口區,x         ,AAAHG1080630002,AAAHG,新北市五股區公立動物之家,02-82925265,新北市五股區外寮路9-9號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/71bb95c9-eece-4c37-978d-b65a868be306_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106459&AcceptNum=AAAHG1080630002&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAHG1080630002.jpg,2020/11/10,2020-10-23 15:43:40.277
16942,2,AAADG2019062901,2019-06-29T00:00:00,2019-06,482,AAADG2019062901,900138000596353,15,不擬續養,1,犬,混種狗,黑,其他,母         ,AAADG2019062901,AAADG,新北市板橋區公立動物之家,02-89662158,新北市板橋區板城路28-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/67d5f2e5-d80a-4502-8ee8-a725e2bb6786_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106376&AcceptNum=AAADG2019062901&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAADG2019062901.jpg,2020/11/10,2020-10-23 15:43:40.557
16943,2,AAAHG1080628003,2019-06-28T00:00:00,2019-06,483,AAAHG1080628003,,138,政府捕捉,1,犬,混種狗,棕,林口區,x         ,AAAHG1080628003,AAAHG,新北市五股區公立動物之家,02-82925265,新北市五股區外寮路9-9號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/f443f40b-bf62-4069-855f-f95ea10b705f_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106342&AcceptNum=AAAHG1080628003&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAHG1080628003.jpg,2020/11/10,2020-10-23 15:43:40.757
16944,2,108-H111D,2019-06-28T00:00:00,2019-06,483,108-H111D,900138001119506,138,政府捕捉,1,犬,混種狗,黑,斗六市,公         ,108-H111D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/9c972e7d-3260-485d-af98-66efc8a5b7b3_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106354&AcceptNum=108-H111D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\108-H111D.jpg,2020/11/10,2020-10-23 15:43:40.930
16945,2,108-H112D,2019-06-28T00:00:00,2019-06,483,108-H112D,900138001119507,138,政府捕捉,1,犬,混種狗,黑,斗六市,母         ,108-H112D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/c4644ca1-bfd5-4557-8ca3-94491aeb9c39_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106355&AcceptNum=108-H112D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\108-H112D.jpg,2020/11/10,2020-10-23 15:43:41.277
16946,2,108-H113D,2019-06-28T00:00:00,2019-06,483,108-H113D,900138001119508,138,政府捕捉,1,犬,混種狗,黑,水林鄉,公         ,108-H113D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/dc6c0a3e-f10d-4cf1-a17e-4e62bb51e608_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106356&AcceptNum=108-H113D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\108-H113D.jpg,2020/11/10,2020-10-23 15:43:41.477
16947,2,108-H116D,2019-06-28T00:00:00,2019-06,483,108-H116D,900138001119511,138,政府捕捉,1,犬,混種狗,黑,西螺鎮,公         ,108-H116D,IAAAG,雲林縣流浪動物收容所,,,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/1c376fcf-6b4d-4074-9f28-744fc0874288_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106360&AcceptNum=108-H116D&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\108-H116D.jpg,2020/11/10,2020-10-23 15:43:41.643
16948,2,108062805,2019-06-28T00:00:00,2019-06,483,108062805,,13,動物救援,1,犬,混種,咖啡白,信義區,公         ,108062805,VAAAG,臺北市動物之家,02-87913254,臺北市內湖區潭美街852號,,https://asms.coa.gov.tw/Amlapp/images/defaultSmall.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106315&AcceptNum=108062805&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\108062805.jpg,2020/11/10,2020-10-23 15:43:41.763
16949,2,LAABG108062717,2019-06-27T00:00:00,2019-06,484,LAABG108062717,,138,政府捕捉,1,犬,混種狗,黑,彌陀區,母         ,LAABG108062717,LAABG,高雄市燕巢動物保護關愛園區,07-6051002,高雄市燕巢區師大路98號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/dd30a8b4-4892-4089-8cab-f620b359140a_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106194&AcceptNum=LAABG108062717&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\LAABG108062717.jpg,2020/11/10,2020-10-23 15:43:42.017
16950,2,AAAHG1080627001,2019-06-27T00:00:00,2019-06,484,AAAHG1080627001,,138,政府捕捉,1,犬,混種狗,黑,林口區,x         ,AAAHG1080627001,AAAHG,新北市五股區公立動物之家,02-82925265,新北市五股區外寮路9-9號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/d12aee67-6613-473c-a6d9-40de28fb51b3_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=106148&AcceptNum=AAAHG1080627001&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAHG1080627001.jpg,2020/11/10,2020-10-23 15:43:42.220
