mainid,type,isid,indate,inmonth,indays,title,chip,inreasoncode,inreason,class,classname,variety,color,area,sex,name,userTag,asylumnm,asylumtel,asylumaddr,note,photo,weburl,piclocalurl,endDay,createdate
13768,2,AAAHG1091023003,2020-10-23T00:00:00,2020-10,0,AAAHG1091023003,,138,政府捕捉,2,貓,混種貓,虎斑,三重區,母         ,AAAHG1091023003,AAAHG,新北市五股區公立動物之家,02-82925265,新北市五股區外寮路9-9號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/62080acd-11dc-4e1a-a81d-91dce1fcdd82_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181548&AcceptNum=AAAHG1091023003&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAHG1091023003.jpg,,2020-10-23 15:27:56.497
13793,2,GAAAG1091022013,2020-10-22T00:00:00,2020-10,1,GAAAG1091022013,,15,不擬續養,1,犬,混種狗,黑棕,芳苑鄉,公         ,GAAAG1091022013,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/a23cb9a6-2cc2-450f-98ea-1d22f074d12a_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181384&AcceptNum=GAAAG1091022013&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091022013.jpg,2020/11/10,2020-10-23 15:28:01.570
13820,2,S09C1022-03,2020-10-22T00:00:00,2020-10,1,S09C1022-03,,14,拾獲送交,2,貓,混種貓,花,善化區,母         ,S09C1022-03,UAABG,臺南市動物之家善化站,06-5832399,臺南市善化區東昌里東勢寮1~19號,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,https://asms.coa.gov.tw/Amlapp/images/defaultSmall.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181496&AcceptNum=S09C1022-03&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\S09C1022-03.jpg,,2020-10-23 15:28:06.320
13847,2,EAAAG1091021007,2020-10-21T00:00:00,2020-10,2,EAAAG1091021007,900138001133197,138,政府捕捉,2,貓,混種貓,虎斑,公館鄉,公         ,EAAAG1091021007,EAAAG,苗栗縣生態保育教育中心(動物收容所),037-558228,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/897738d2-7045-46e5-8bc6-9ed4bf81ab3d_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181129&AcceptNum=EAAAG1091021007&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\EAAAG1091021007.jpg,,2020-10-23 15:28:10.927
13873,2,DAAAG1091020002,2020-10-20T00:00:00,2020-10,3,DAAAG1091020002,,14,拾獲送交,1,犬,吉娃娃,白,湖口鄉,公         ,DAAAG1091020002,DAAAG,新竹縣公立動物收容所,03-5519548,新竹縣竹北市縣政五街192號,左眼角膜潰瘍,https://asms.coa.gov.tw/Amlapp/Upload/Pic/3fad2cf2-2f7d-449c-a6cc-578582bbd7ac_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181022&AcceptNum=DAAAG1091020002&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\DAAAG1091020002.jpg,,2020-10-23 15:28:16.460
13899,2,S091020-18,2020-10-20T00:00:00,2020-10,3,S091020-18,992007300016435,138,政府捕捉,1,犬,混種狗,白,官田區,母         ,S091020-18,UAABG,臺南市動物之家善化站,06-5832399,臺南市善化區東昌里東勢寮1~19號,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,https://asms.coa.gov.tw/Amlapp/images/defaultSmall.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181302&AcceptNum=S091020-18&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\S091020-18.jpg,,2020-10-23 15:28:22.520
13926,2,GAAAG1091019006,2020-10-19T00:00:00,2020-10,4,GAAAG1091019006,,13,動物救援,2,貓,混種貓,黃虎斑,溪湖鎮,公         ,GAAAG1091019006,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/5189166a-35b6-4f76-805b-5e665bd62796_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180826&AcceptNum=GAAAG1091019006&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091019006.jpg,,2020-10-23 15:28:29.190
13951,2,RAAAG1091019007,2020-10-19T00:00:00,2020-10,4,RAAAG1091019007,,138,政府捕捉,2,貓,混種貓,虎斑,香山區,公         ,RAAAG1091019007,RAAAG,新竹市動物保護教育園區,03-5368329,新竹市南寮里海濱路250號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/7d49f940-fb59-42b2-bf8e-6006f5e6c51e_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180815&AcceptNum=RAAAG1091019007&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\RAAAG1091019007.jpg,2006,2020-10-23 15:28:34.720
13964,2,1091016C03,2020-10-16T00:00:00,2020-10,7,1091016C03,,138,政府捕捉,2,貓,混種貓,虎斑,金沙鎮,母         ,1091016C03,YAAAG,金門縣動物收容中心,082-336625,金門縣金湖鎮裕民農莊20號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/f57ae92e-2950-42e4-86f8-f594f5f7506a_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180959&AcceptNum=1091016C03&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091016C03.jpg,2020/11/05,2020-10-23 15:28:48.973
13990,2,LAABG109101601,2020-10-16T00:00:00,2020-10,7,LAABG109101601,,138,政府捕捉,1,犬,混種狗,黃,美濃區,母         ,LAABG109101601,LAABG,高雄市燕巢動物保護關愛園區,07-6051002,高雄市燕巢區師大路98號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/b03f35a4-a9c5-472c-877c-e08ded303f57_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180645&AcceptNum=LAABG109101601&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\LAABG109101601.jpg,2020/11/10,2020-10-23 15:28:54.613
14016,2,OAAAG1091015009,2020-10-15T00:00:00,2020-10,8,OAAAG1091015009,,1632,其他,1,犬,混種狗,黑白,,母         ,OAAAG1091015009,OAAAG,花蓮縣流浪犬中途之家,038-421452,花蓮縣吉安鄉南濱路1段599號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/47e278bf-0118-4ed5-9e8a-45eb11fb3652_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180369&AcceptNum=OAAAG1091015009&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\OAAAG1091015009.jpg,,2020-10-23 15:29:01.217
14042,2,AAADG2020101503,2020-10-15T00:00:00,2020-10,8,AAADG2020101503,,138,政府捕捉,1,犬,混種狗,黑灰,板橋區,公         ,AAADG2020101503,AAADG,新北市板橋區公立動物之家,02-89662158,新北市板橋區板城路28-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/abe0d0cb-ee18-4964-b64d-76b4bf744cf7_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180465&AcceptNum=AAADG2020101503&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAADG2020101503.jpg,,2020-10-23 15:29:07.690
14069,2,GAAAG1091014009,2020-10-14T00:00:00,2020-10,9,GAAAG1091014009,,1275,依法沒入,1,犬,混種狗,黑黃,員林市,母         ,GAAAG1091014009,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/73509ab4-a9ea-4068-98af-afe8acdf1d64_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180283&AcceptNum=GAAAG1091014009&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091014009.jpg,,2020-10-23 15:29:15.430
14094,2,OAAAG1091014003,2020-10-14T00:00:00,2020-10,9,OAAAG1091014003,,1632,其他,1,犬,混種狗,棕,,母         ,OAAAG1091014003,OAAAG,花蓮縣流浪犬中途之家,038-421452,花蓮縣吉安鄉南濱路1段599號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/669898ba-ea25-4a50-9845-f180a6c765e7_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180171&AcceptNum=OAAAG1091014003&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\OAAAG1091014003.jpg,2020/11/10,2020-10-23 15:29:21.507
14133,2,AAAIG1091013002,2020-10-13T00:00:00,2020-10,10,AAAIG1091013002,992007300033157,14,拾獲送交,1,犬,混種狗,黑黃,八里區,母         ,AAAIG1091013002,AAAIG,新北市八里區公立動物之家,02-26194428,新北市八里區長坑里6鄰長坑道路36號,我泰山魚中魚(泰山區泰林路一段38號 電話:22977999),https://asms.coa.gov.tw/Amlapp/Upload/Pic/504df749-358b-45e0-9720-bd66453ae95a_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179980&AcceptNum=AAAIG1091013002&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAIG1091013002.jpg,,2020-10-23 15:29:32.650
14159,2,1091372,2020-10-12T00:00:00,2020-10,11,1091372,,14,拾獲送交,1,犬,混種狗,三花,大同鄉,公         ,1091372,BAAAG,宜蘭縣流浪動物中途之家,039602350 #620,宜蘭縣五結鄉成興村利寶路60號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/be87c154-ed76-4c71-8bfa-f99f5bf3c8c7_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179884&AcceptNum=1091372&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091372.jpg,2020/11/10,2020-10-23 15:29:50.697
14185,2,RAAAG1091012008,2020-10-12T00:00:00,2020-10,11,RAAAG1091012008,900073000119699,138,政府捕捉,1,犬,混種狗,黑,北區,x         ,RAAAG1091012008,RAAAG,新竹市動物保護教育園區,03-5368329,新竹市南寮里海濱路250號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/82332d19-238b-44bb-93d3-d0e47607e117_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179891&AcceptNum=RAAAG1091012008&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\RAAAG1091012008.jpg,2020/11/10,2020-10-23 15:29:57.040
14211,2,AAAHG1091008002,2020-10-08T00:00:00,2020-10,15,AAAHG1091008002,,14,拾獲送交,1,犬,混種狗,黑,其他,x         ,AAAHG1091008002,AAAHG,新北市五股區公立動物之家,02-82925265,新北市五股區外寮路9-9號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/a658f980-b910-4508-a2a2-f21b1eb6a9e5_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179559&AcceptNum=AAAHG1091008002&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAHG1091008002.jpg,2006,2020-10-23 15:30:04.447
14237,2,LAAAG1091003A25,2020-10-08T00:00:00,2020-10,15,LAAAG1091003A25,,13,動物救援,1,犬,混種狗,黃,茄萣區,母         ,LAAAG1091003A25,LAAAG,高雄市壽山動物保護教育園區,07-5519059,高雄市鼓山區萬壽路350號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/c91f201f-1c9a-4549-8964-aff421673ffd_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179542&AcceptNum=LAAAG1091003A25&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\LAAAG1091003A25.jpg,2020/11/10,2020-10-23 15:30:11.443
14263,2,NAAAG1091007008,2020-10-07T00:00:00,2020-10,16,NAAAG1091007008,,14,拾獲送交,1,犬,混種狗,黑黃,池上鄉,母         ,NAAAG1091007008,NAAAG,臺東縣動物收容中心,089-362011,臺東縣臺東市中華路4段999巷600號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/cefbefce-3908-4874-b038-198f32df24b0_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179390&AcceptNum=NAAAG1091007008&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\NAAAG1091007008.jpg,2020/11/10,2020-10-23 15:30:18.750
14276,2,1091351,2020-10-07T00:00:00,2020-10,16,1091351,,13,動物救援,1,犬,混種狗,黑,礁溪鄉,公         ,1091351,BAAAG,宜蘭縣流浪動物中途之家,039602350 #620,宜蘭縣五結鄉成興村利寶路60號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/44708b04-5265-4d46-9ad5-8d4255a6565a_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179455&AcceptNum=1091351&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091351.jpg,2020/11/10,2020-10-23 15:30:22.453
14302,2,1091006C03,2020-10-06T00:00:00,2020-10,17,1091006C03,,138,政府捕捉,2,貓,混種貓,虎斑,金城鎮,母         ,1091006C03,YAAAG,金門縣動物收容中心,082-336625,金門縣金湖鎮裕民農莊20號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/e23b2440-ac55-403f-ad6d-88ac1ce7bbc6_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179734&AcceptNum=1091006C03&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091006C03.jpg,,2020-10-23 15:30:29.423
14328,2,CAAAG1091006010,2020-10-06T00:00:00,2020-10,17,CAAAG1091006010,900108001374216,138,政府捕捉,1,犬,混種狗,黑,觀音區,母         ,CAAAG1091006010,CAAAG,桃園市動物保護教育園區,03-4861760,桃園市新屋區永興里3鄰藻礁路1668號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/1215d6f1-ebe9-4a10-b714-96d68a23f66b_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179175&AcceptNum=CAAAG1091006010&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\CAAAG1091006010.jpg,2020/11/10,2020-10-23 15:30:37.393
14354,2,PAAAG1091006016,2020-10-06T00:00:00,2020-10,17,PAAAG1091006016,990000002241774,138,政府捕捉,1,犬,混種狗,黃白,湖西鄉,母         ,PAAAG1091006016,PAAAG,澎湖縣流浪動物收容中心,06-9213559,澎湖縣馬公市烏崁里260號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/6b094be1-78ba-4f9b-99a5-1bb5cf6bc10d_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179610&AcceptNum=PAAAG1091006016&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\PAAAG1091006016.jpg,2020/11/10,2020-10-23 15:30:44.037
14380,2,1091322,2020-10-05T00:00:00,2020-10,18,1091322,,13,動物救援,1,犬,混種狗,黑黃,三星鄉,母         ,1091322,BAAAG,宜蘭縣流浪動物中途之家,039602350 #620,宜蘭縣五結鄉成興村利寶路60號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/3d024b14-870b-4aa7-b485-ec6d8ddb9f6b_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=178967&AcceptNum=1091322&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091322.jpg,2020/11/10,2020-10-23 15:31:01.867
14406,2,EAAAG1091005026,2020-10-05T00:00:00,2020-10,18,EAAAG1091005026,900138001133462,138,政府捕捉,1,犬,混種狗,虎斑,頭份市,公         ,EAAAG1091005026,EAAAG,苗栗縣生態保育教育中心(動物收容所),037-558228,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/8805629e-6423-4cec-bc7f-94baf26f83ba_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=178931&AcceptNum=EAAAG1091005026&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\EAAAG1091005026.jpg,,2020-10-23 15:31:07.667
14445,2,AAAIG1090930003,2020-09-30T00:00:00,2020-09,23,AAAIG1090930003,,138,政府捕捉,1,犬,混種狗,黃,,母         ,AAAIG1090930003,AAAIG,新北市八里區公立動物之家,02-26194428,新北市八里區長坑里6鄰長坑道路36號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/20433e4d-5dd5-4c87-9e5c-1610deaef124_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=178710&AcceptNum=AAAIG1090930003&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAIG1090930003.jpg,2020/11/10,2020-10-23 15:31:17.807
14471,2,RAAAG1090929003,2020-09-29T00:00:00,2020-09,24,RAAAG1090929003,900073000119668,138,政府捕捉,2,貓,混種貓,黑,香山區,母         ,RAAAG1090929003,RAAAG,新竹市動物保護教育園區,03-5368329,新竹市南寮里海濱路250號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/7c0b609a-9483-49bb-9a07-df3697a0d445_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=178610&AcceptNum=RAAAG1090929003&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\RAAAG1090929003.jpg,,2020-10-23 15:31:23.317
14497,2,RAAAG1090928004,2020-09-28T00:00:00,2020-09,25,RAAAG1090928004,,138,政府捕捉,2,貓,混種貓,黑,香山區,公         ,RAAAG1090928004,RAAAG,新竹市動物保護教育園區,03-5368329,新竹市南寮里海濱路250號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/1aadcd60-51ff-4efe-bdc5-ac90ee76f40f_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=178476&AcceptNum=RAAAG1090928004&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\RAAAG1090928004.jpg,2020/11/05,2020-10-23 15:31:29.607
14524,2,S090926-05,2020-09-26T00:00:00,2020-09,27,S090926-05,900108000753921,14,拾獲送交,1,犬,柴犬,黃,安南區,母         ,S090926-05,UAABG,臺南市動物之家善化站,06-5832399,臺南市善化區東昌里東勢寮1~19號,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,https://asms.coa.gov.tw/Amlapp/Upload/Pic/bcbb4d19-8019-44b7-abb8-c5a8ff482312_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=178909&AcceptNum=S090926-05&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\S090926-05.jpg,2020/11/10,2020-10-23 15:31:40.520
14550,2,PAAAG1090924044,2020-09-24T00:00:00,2020-09,29,PAAAG1090924044,990000002241749,138,政府捕捉,1,犬,混種狗,黑黃,湖西鄉,母         ,PAAAG1090924044,PAAAG,澎湖縣流浪動物收容中心,06-9213559,澎湖縣馬公市烏崁里260號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/0a7d1c9f-fad4-46f1-a5dd-e8198ab2b49f_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=178322&AcceptNum=PAAAG1090924044&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\PAAAG1090924044.jpg,2020/11/10,2020-10-23 15:31:45.830
14575,2,DAAAG1090923001,2020-09-23T00:00:00,2020-09,30,DAAAG1090923001,,13,動物救援,2,貓,混種貓,花白,竹北市,x         ,DAAAG1090923001,DAAAG,新竹縣公立動物收容所,03-5519548,新竹縣竹北市縣政五街192號,左眼手術摘除,https://asms.coa.gov.tw/Amlapp/Upload/Pic/f763ad95-da40-4868-b096-05be35613d3b_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=177807&AcceptNum=DAAAG1090923001&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\DAAAG1090923001.jpg,,2020-10-23 15:32:03.120
14588,2,W090923-11,2020-09-23T00:00:00,2020-09,30,W090923-11,,14,拾獲送交,1,犬,混種狗,黑,新化區,母         ,W090923-11,UAAAG,臺南市動物之家灣裡站,06-2964439,臺南市南區省躬里14鄰萬年路580巷92號,本站動物皆採現場互動面談後評估能否認養，不接受系統上的預約,https://asms.coa.gov.tw/Amlapp/Upload/Pic/f62dfa8e-7c92-40d3-b9c8-f15c697c7857_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=177917&AcceptNum=W090923-11&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\W090923-11.jpg,2006,2020-10-23 15:32:06.037
14614,2,W090922-11,2020-09-22T00:00:00,2020-09,31,W090922-11,,138,政府捕捉,1,犬,混種狗,黑,龍崎區,母         ,W090922-11,UAAAG,臺南市動物之家灣裡站,06-2964439,臺南市南區省躬里14鄰萬年路580巷92號,本站動物皆採現場互動面談後評估能否認養，不接受系統上的預約,https://asms.coa.gov.tw/Amlapp/Upload/Pic/6d0a130a-dc66-499a-8353-fda70b9b5238_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=177681&AcceptNum=W090922-11&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\W090922-11.jpg,2020/11/10,2020-10-23 15:32:11.567
14640,2,AAADG2020092105 ,2020-09-21T00:00:00,2020-09,32,AAADG2020092105 ,,138,政府捕捉,1,犬,混種狗,黃,鶯歌區,母         ,AAADG2020092105 ,AAADG,新北市板橋區公立動物之家,02-89662158,新北市板橋區板城路28-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/55c061d0-19f1-4395-8d44-9e8e62dab32a_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=177483&AcceptNum=AAADG2020092105 &PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAADG2020092105 .jpg,2020/11/10,2020-10-23 15:32:17.283
14666,2,1090921C03,2020-09-21T00:00:00,2020-09,32,1090921C03,,138,政府捕捉,2,貓,混種貓,虎斑,金沙鎮,母         ,1090921C03,YAAAG,金門縣動物收容中心,082-336625,金門縣金湖鎮裕民農莊20號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/8be1f963-626b-4a37-bbed-e8248ccec6a2_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=177822&AcceptNum=1090921C03&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1090921C03.jpg,2020/11/05,2020-10-23 15:32:23.250
14692,2,AAAFG1090918001,2020-09-18T00:00:00,2020-09,35,AAAFG1090918001,,138,政府捕捉,1,犬,混種狗,黑,淡水區,母         ,AAAFG1090918001,AAAFG,新北市淡水區公立動物之家,02-26267558,新北市淡水區下圭柔山91之3號,管制號：038862，1090918狂犬病疫苗，五合一疫苗，驅蟲，晶片：900138001100455,https://asms.coa.gov.tw/Amlapp/Upload/Pic/35cabcc7-bbdc-4115-90ca-b46886d85aaf_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=177166&AcceptNum=AAAFG1090918001&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAFG1090918001.jpg,2020/11/10,2020-10-23 15:32:29.410
